epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
141,7640.03,0.50765,0.31264,1.0168,0.94227,0.96577,0.98201,0.81183,0.75233,0.40828,1.30639,0.00307,0.00307,0.00307
142,7693.78,0.51232,0.31856,1.02001,0.938,0.96088,0.98039,0.80832,0.76186,0.41176,1.3265,0.0030205,0.0030205,0.0030205
143,7747.6,0.51425,0.32059,1.02631,0.93482,0.96333,0.98273,0.81667,0.7535,0.39933,1.30992,0.002971,0.002971,0.002971
144,7801.29,0.50485,0.3201,1.01376,0.9393,0.978,0.98249,0.81584,0.75472,0.38947,1.32146,0.0029215,0.0029215,0.0029215
145,7855.03,0.50955,0.31969,1.01816,0.93013,0.97641,0.98367,0.80924,0.75822,0.39136,1.31487,0.002872,0.002872,0.002872
146,7908.89,0.5066,0.31409,1.01768,0.91899,0.97066,0.98171,0.809,0.76635,0.39328,1.32297,0.0028225,0.0028225,0.0028225
147,7962.96,0.50623,0.31589,1.01387,0.94898,0.96088,0.98196,0.81239,0.76467,0.39486,1.3095,0.002773,0.002773,0.002773
148,8016.82,0.50296,0.31826,1.01513,0.94343,0.95599,0.98117,0.81705,0.757,0.38782,1.30053,0.0027235,0.0027235,0.0027235
149,8072.52,0.50076,0.31385,1.01001,0.93616,0.96811,0.98032,0.81679,0.74861,0.3872,1.31347,0.002674,0.002674,0.002674
150,8126.41,0.48719,0.30328,1.00265,0.95045,0.95599,0.98457,0.82167,0.74343,0.37428,1.31133,0.0026245,0.0026245,0.0026245
151,8181.5,0.49472,0.30521,1.00973,0.94165,0.97311,0.98185,0.8157,0.74531,0.37154,1.30748,0.002575,0.002575,0.002575
152,8235.16,0.48747,0.30379,1.00549,0.94509,0.9679,0.98252,0.81655,0.75098,0.37976,1.30644,0.0025255,0.0025255,0.0025255
153,8288.93,0.48522,0.29961,1.00281,0.93617,0.97555,0.98296,0.80993,0.75172,0.39086,1.3205,0.002476,0.002476,0.002476
154,8342.88,0.48839,0.30557,1.00624,0.94513,0.96822,0.98469,0.8132,0.74907,0.38131,1.3263,0.0024265,0.0024265,0.0024265
155,8396.63,0.48384,0.29968,1.00582,0.93808,0.97066,0.98078,0.81504,0.75809,0.37787,1.33145,0.002377,0.002377,0.002377
156,8450.34,0.47684,0.29723,0.9932,0.93168,0.978,0.98117,0.81429,0.75091,0.389,1.3116,0.0023275,0.0023275,0.0023275
157,8504.18,0.48231,0.29934,0.99814,0.9423,0.96088,0.98055,0.80944,0.75731,0.3916,1.31893,0.002278,0.002278,0.002278
158,8558.04,0.47652,0.29473,0.99875,0.91691,0.97131,0.9833,0.8087,0.76282,0.39102,1.32262,0.0022285,0.0022285,0.0022285
159,8612.08,0.47383,0.29324,0.99311,0.92679,0.97555,0.98212,0.81456,0.74937,0.40106,1.31207,0.002179,0.002179,0.002179
160,8666.19,0.47705,0.3001,0.99778,0.92169,0.978,0.9826,0.81159,0.76173,0.38838,1.32723,0.0021295,0.0021295,0.0021295
161,8722.21,0.47095,0.29209,0.99121,0.93792,0.96577,0.97951,0.80712,0.75662,0.39732,1.3294,0.00208,0.00208,0.00208
162,8775.92,0.465,0.29324,0.99247,0.9471,0.96298,0.97804,0.80768,0.75427,0.39366,1.3235,0.0020305,0.0020305,0.0020305
163,8829.76,0.46084,0.28959,0.98861,0.93204,0.97242,0.97951,0.81172,0.75681,0.4058,1.32658,0.001981,0.001981,0.001981
164,8883.62,0.46456,0.29505,0.99329,0.94534,0.97251,0.97645,0.80779,0.75388,0.38559,1.3265,0.0019315,0.0019315,0.0019315
165,8937.43,0.46183,0.29581,0.99015,0.94051,0.96577,0.97485,0.81007,0.74618,0.38144,1.31426,0.001882,0.001882,0.001882
166,8991.2,0.44855,0.2799,0.97751,0.9348,0.97066,0.97786,0.8112,0.73793,0.39855,1.29958,0.0018325,0.0018325,0.0018325
167,9044.79,0.45235,0.28362,0.98346,0.93856,0.97111,0.97805,0.80945,0.75437,0.37958,1.32746,0.001783,0.001783,0.001783
168,9098.52,0.45826,0.28884,0.98145,0.93859,0.9716,0.9764,0.80596,0.7522,0.39284,1.31891,0.0017335,0.0017335,0.0017335
169,9152.18,0.46015,0.28853,0.9879,0.94975,0.97066,0.97823,0.80757,0.74786,0.38102,1.31999,0.001684,0.001684,0.001684
170,9205.99,0.44554,0.28317,0.98205,0.93751,0.978,0.97705,0.80727,0.74987,0.39188,1.31794,0.0016345,0.0016345,0.0016345
171,9259.7,0.44855,0.2809,0.98694,0.93875,0.97436,0.9788,0.80995,0.75677,0.38916,1.32853,0.001585,0.001585,0.001585
172,9313.64,0.4457,0.27944,0.98303,0.94304,0.98044,0.97792,0.80682,0.76812,0.39008,1.34738,0.0015355,0.0015355,0.0015355
173,9367.53,0.43841,0.2747,0.97766,0.95383,0.9598,0.97487,0.80762,0.75288,0.39366,1.32661,0.001486,0.001486,0.001486
174,9421.3,0.43671,0.27344,0.97644,0.94272,0.97066,0.97632,0.80837,0.75105,0.38606,1.32077,0.0014365,0.0014365,0.0014365
175,9475.21,0.4328,0.27353,0.97263,0.9428,0.97311,0.97619,0.81185,0.74851,0.38796,1.31185,0.001387,0.001387,0.001387
176,9529.03,0.42718,0.26818,0.97013,0.94306,0.978,0.97528,0.80829,0.74569,0.39077,1.30537,0.0013375,0.0013375,0.0013375
177,9582.94,0.42468,0.26968,0.96478,0.93936,0.97066,0.9774,0.80894,0.74291,0.39068,1.30702,0.001288,0.001288,0.001288
178,9636.74,0.43043,0.26683,0.96471,0.94105,0.97581,0.97809,0.81204,0.75075,0.38413,1.32149,0.0012385,0.0012385,0.0012385
179,9690.72,0.42983,0.27089,0.97062,0.9389,0.97691,0.97576,0.80262,0.75598,0.38391,1.33063,0.001189,0.001189,0.001189
180,9744.56,0.41728,0.26526,0.96,0.93626,0.98044,0.97845,0.80768,0.75532,0.3829,1.33985,0.0011395,0.0011395,0.0011395
181,9798.56,0.42889,0.26926,0.96792,0.94129,0.97555,0.97835,0.8059,0.75641,0.38572,1.33964,0.00109,0.00109,0.00109
182,9852.71,0.41507,0.26136,0.95859,0.9426,0.96366,0.97886,0.80665,0.75703,0.39528,1.34084,0.0010405,0.0010405,0.0010405
183,9906.35,0.41147,0.26244,0.9587,0.94257,0.96333,0.98157,0.81193,0.7533,0.40051,1.33669,0.000991,0.000991,0.000991
