                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,         train/loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
188,0.50101,0.31159,1.0394,5.47247,0.95258,0.93309,0.9784,0.7852,0.8076,0.40804,1.4312,0.0007435,0.0007435,0.0007435
189,0.49525,0.3118,1.0388,5.428475,0.94359,0.94068,0.97647,0.78048,0.80691,0.40656,1.4371,0.000694,0.000694,0.000694
190,0.49188,0.31248,1.0397,5.40489,0.94262,0.94621,0.977,0.77908,0.80499,0.41019,1.4303,0.0006445,0.0006445,0.0006445
191,0.48735,0.30669,1.025,5.34597,0.95117,0.93888,0.97585,0.78106,0.80497,0.4084,1.4309,0.000595,0.000595,0.000595
192,0.48509,0.30209,1.034,5.34022,0.93944,0.9511,0.97882,0.78249,0.80718,0.41292,1.4372,0.0005455,0.0005455,0.0005455
193,0.4791,0.30219,1.0258,5.283045,0.94071,0.9511,0.97956,0.78312,0.80678,0.41246,1.4345,0.000496,0.000496,0.000496
194,0.48363,0.30299,1.0263,5.31817,0.93948,0.94892,0.97986,0.78255,0.80822,0.41618,1.4355,0.0004465,0.0004465,0.0004465
195,0.48518,0.30084,1.0307,5.33532,0.94709,0.94621,0.9794,0.78,0.80545,0.41261,1.4346,0.000397,0.000397,0.000397
196,0.48707,0.30788,1.0359,5.360815,0.94629,0.94866,0.97901,0.78278,0.80836,0.40782,1.435,0.0003475,0.0003475,0.0003475
197,0.48306,0.30282,1.0289,5.31771,0.95048,0.93857,0.97789,0.78226,0.80706,0.40827,1.4338,0.000298,0.000298,0.000298
198,0.48489,0.30409,1.0308,5.33492,0.94705,0.94132,0.97804,0.78316,0.8056,0.40661,1.4348,0.0002485,0.0002485,0.0002485
199,0.477,0.29628,1.0232,5.26044,0.9506,0.94621,0.97931,0.78561,0.80586,0.40628,1.4356,0.000199,0.000199,0.000199
200,0.47976,0.30626,1.0297,5.29588,0.95046,0.93812,0.97829,0.78649,0.80486,0.40587,1.4346,0.0001495,0.0001495,0.0001495
