epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
159,5478.81,0.50614,0.31589,1.00462,0.93613,0.96756,0.97726,0.80689,0.76921,0.39964,1.28863,0.002179,0.002179,0.002179
160,5513.55,0.508,0.32009,1.01009,0.93658,0.9749,0.97819,0.80841,0.76606,0.37886,1.28733,0.0021295,0.0021295,0.0021295
161,5548.21,0.5101,0.31606,1.00513,0.93777,0.95798,0.97534,0.80682,0.75148,0.397,1.27891,0.00208,0.00208,0.00208
162,5582.68,0.50297,0.31959,1.00777,0.93734,0.96088,0.97953,0.81041,0.7637,0.40081,1.28814,0.0020305,0.0020305,0.0020305
163,5617.21,0.50114,0.30964,1.00596,0.93682,0.94866,0.98025,0.80801,0.76766,0.40018,1.29542,0.001981,0.001981,0.001981
164,5651.52,0.50354,0.3136,1.00938,0.94005,0.9511,0.97973,0.80607,0.76444,0.39988,1.29726,0.0019315,0.0019315,0.0019315
165,5685.79,0.49918,0.31707,1.00458,0.93319,0.95622,0.97561,0.80968,0.75623,0.39915,1.29531,0.001882,0.001882,0.001882
166,5720.15,0.48324,0.30254,0.99088,0.94414,0.95051,0.97659,0.80429,0.76043,0.40527,1.28327,0.0018325,0.0018325,0.0018325
167,5754.49,0.49158,0.30671,0.99553,0.92787,0.97508,0.97527,0.80179,0.76228,0.3936,1.28275,0.001783,0.001783,0.001783
168,5788.87,0.49688,0.31293,0.99702,0.92529,0.96906,0.97481,0.80286,0.76886,0.40258,1.29058,0.0017335,0.0017335,0.0017335
169,5823.15,0.49332,0.30849,0.99916,0.94015,0.96011,0.97771,0.8099,0.76425,0.40828,1.29165,0.001684,0.001684,0.001684
170,5857.5,0.48757,0.30381,0.99812,0.93359,0.96236,0.97517,0.80864,0.77152,0.40853,1.30117,0.0016345,0.0016345,0.0016345
171,5891.6,0.48617,0.30522,1.0004,0.94864,0.9483,0.9759,0.81302,0.75873,0.40202,1.29081,0.001585,0.001585,0.001585
172,5925.85,0.48838,0.30537,0.99895,0.93173,0.96774,0.97714,0.8074,0.75977,0.4113,1.29109,0.0015355,0.0015355,0.0015355
173,5960.01,0.48272,0.29766,0.99493,0.93175,0.96805,0.97847,0.80606,0.76767,0.40666,1.30563,0.001486,0.001486,0.001486
174,5994.19,0.4722,0.29618,0.98927,0.94328,0.96088,0.97902,0.81007,0.76774,0.41356,1.30985,0.0014365,0.0014365,0.0014365
175,6028.28,0.46943,0.29693,0.98888,0.94395,0.96577,0.97496,0.80436,0.77479,0.40626,1.315,0.001387,0.001387,0.001387
176,6062.43,0.46402,0.291,0.98653,0.93109,0.96333,0.97663,0.80614,0.76391,0.40388,1.29898,0.0013375,0.0013375,0.0013375
177,6096.54,0.46339,0.28931,0.98192,0.94106,0.96333,0.98107,0.80891,0.76072,0.39579,1.2952,0.001288,0.001288,0.001288
178,6130.78,0.46325,0.28726,0.97547,0.94853,0.96333,0.98002,0.80948,0.76022,0.39454,1.29049,0.0012385,0.0012385,0.0012385
179,6164.86,0.46391,0.29273,0.97936,0.94277,0.9511,0.97534,0.81177,0.75815,0.40577,1.2905,0.001189,0.001189,0.001189
180,6199.13,0.45933,0.28928,0.97852,0.94454,0.95768,0.97776,0.80868,0.76301,0.39667,1.29496,0.0011395,0.0011395,0.0011395
181,6233.29,0.45822,0.29035,0.97775,0.93373,0.96455,0.97779,0.8107,0.76782,0.39795,1.30391,0.00109,0.00109,0.00109
182,6267.61,0.4573,0.28103,0.9733,0.94556,0.95355,0.97241,0.80524,0.77211,0.40001,1.30483,0.0010405,0.0010405,0.0010405
183,6301.72,0.45112,0.28051,0.97603,0.94212,0.95519,0.97383,0.80565,0.76738,0.40345,1.29782,0.000991,0.000991,0.000991
